,index,LOCODE,Name,NameWoDiacritics,SubDiv,Function,Status,Date,Coordinates,Latitude,Longitude
0,2,IN ABH,Abohar,Abohar,PB,--3-----,RL,1207.0,3009N 07411E,30.09,74.11
1,3,IN ABU,Abu Road,Abu Road,RJ,-23-----,RL,1207.0,2429N 07247E,24.29,72.47
2,4,IN ACK,Acharapakkam,Acharapakkam,TN,--3-----,AA,1601.0,1223N 07948E,12.23,79.48
3,7,IN AKM,Adakamaranahalli,Adakamaranahalli,KA,--3-----,RL,1401.0,1304N 07726E,13.04,77.26
4,10,IN ABD,Adilabad,Adilabad,AP,--3-----,RL,1301.0,1940N 07832E,19.4,78.32
5,12,IN ADP,Adipur,Adipur,JK,--3-----,RL,1301.0,3416N 07429E,34.16,74.29
6,15,IN CJA,AEIP SEZ/Kancheepuram,AEIP SEZ/Kancheepuram,TN,--3--6--,AA,1207.0,1250N 07943E,12.5,79.43
7,20,IN AGA,Agucha,Agucha,RJ,--3-----,RL,1401.0,2549N 07443E,25.49,74.43
8,21,IN AMD,Ahmedabad,Ahmedabad,GJ,-234-6--,AA,407.0,2302N 07237E,23.02,72.37
9,22,IN MUM,Ahmednagar,Ahmednagar,MH,-23-----,RL,701.0,1905N 07444E,19.05,74.44
10,25,IN AJI,Ajmer,Ajmer,RJ,--3-----,RL,1201.0,2627N 07438E,26.27,74.38
11,28,IN AGU,Alangulam,Alangulam,TN,--3-----,RL,1207.0,0852N 07730E,8.52,77.3
12,30,IN ALG,Aligarh,Aligarh,UP,--3-----,RL,1201.0,2753N 07804E,27.53,78.04
13,31,IN APR,Alipore,Alipore,WB,-23-----,RL,1401.0,2231N 08819E,22.31,88.19
14,32,IN ALI,Alirajpur,Alirajpur,MP,--3-----,RL,1201.0,2218N 07421E,22.18,74.21
15,35,IN IXV,Along Apt,Along Apt,AR,--34----,RL,901.0,2810N 09446E,28.1,94.46
16,37,IN ALW,Alwar,Alwar,RJ,--3--6--,RL,1201.0,2734N 07636E,27.34,76.36
17,41,IN ABN,Ambernath,Ambernath,,--3-----,RL,1107.0,1912N 07311E,19.12,73.11
18,42,IN AMT,Amethi,Amethi,UP,--3-----,AA,1601.0,2609N 08149E,26.09,81.49
19,47,IN ANA,Ana,Ana,RJ,--3-----,RL,1201.0,2517N 07329E,25.17,73.29
20,48,IN QNB,Anand,Anand,GJ,--3-----,RL,907.0,2234N 07556E,22.34,75.56
21,52,IN ADE,Andheri East,Andheri East,MH,-23-----,RL,1401.0,1907N 07250E,19.07,72.5
22,55,IN ANO,Angul,Angul,OR,--3-----,RL,1201.0,2051N 08506E,20.51,85.06
23,57,IN AKV,Ankleshwar,Ankleshwar,GJ,-23--6--,RL,507.0,2136N 07300E,21.36,73.0
24,58,IN ANU,Anuppur,Anuppur,MP,--3-----,RL,1201.0,2306N 08141E,23.06,81.41
25,66,IN ARK,Arakkonam,Arakkonam,TN,--3-----,RL,501.0,1306N 07940E,13.06,79.4
26,67,IN ARI,Ariyalur,Ariyalur,TN,--3-----,RL,1201.0,1108N 07905E,11.08,79.05
27,73,IN ASL,Aslali,Aslali,GJ,--3-----,AA,1601.0,2255N 07236E,22.55,72.36
28,77,IN AUR,Auraiya,Auraiya,UP,--3-----,RL,212.0,2627N 07930E,26.27,79.3
29,86,IN BGM,Baghamara,Baghamara,ML,--3----B,AA,207.0,2512N 09038E,25.12,90.38
30,88,IN BAH,Bahadurgarh,Bahadurgarh,HR,--3-----,RL,701.0,2841N 07655E,28.41,76.55
31,89,IN BUR,Baharampur,Baharampur,WB,--3-----,RL,1807.0,2406N 08815E,24.06,88.15
32,90,IN BHH,Bahraich,Bahraich,UP,--3-----,RL,1201.0,2735N 08136E,27.35,81.36
33,94,IN BAG,Balangir,Balangir,OR,--3-----,RL,1201.0,2043N 08329E,20.43,83.29
34,95,IN BLS,Balasore,Balasore,OR,--3-----,RL,1201.0,2129N 08655E,21.29,86.55
35,97,IN BGH,Ballabgarh,Ballabgarh,HR,--3-----,RL,607.0,2821N 07718E,28.21,77.18
36,98,IN BLL,Ballia,Ballia,UP,--3-----,RL,1201.0,2812N 07922E,28.12,79.22
37,99,IN BAL,Balotra,Balotra,RJ,--3-----,RL,1301.0,2550N 07214E,25.5,72.14
38,100,IN BRR,Balrampur,Balrampur,UP,--3-----,RL,1201.0,2726N 08211E,27.26,82.11
39,105,IN BLR,Bangalore,Bangalore,KA,-234-6--,AA,501.0,1259N 07735E,12.59,77.35
40,106,IN BPT,Bangarapet,Bangarapet,KA,123-----,RL,601.0,1259N 07811E,12.59,78.11
41,108,IN BKR,Bankura,Bankura,WB,-23-----,RL,1407.0,2315N 08704E,23.15,87.04
42,109,IN BAN,Banswara,Banswara,RJ,--3-----,RL,507.0,2333N 07427E,23.33,74.27
43,110,IN BRT,Baramati,Baramati,MH,--3-----,RL,1207.0,1809N 07435E,18.09,74.35
44,111,IN BAA,Baran,Baran,RJ,--3-----,RL,1201.0,2506N 07630E,25.06,76.3
45,112,IN BNI,Barauni,Barauni,BR,--3-----,RL,1201.0,2516N 08535E,25.16,85.35
46,114,IN BAE,Bardhaman,Bardhaman,WB,-23-----,RL,1907.0,2314N 08752E,23.14,87.52
47,116,IN BRG,Bargarh,Bargarh,OR,--3-----,RL,1201.0,2120N 08337E,21.2,83.37
48,118,IN BAC,Bari,Bari,HR,-23--6--,AM,2101.0,2907N 07702E,29.07,77.02
49,119,IN BBH,Bari Brahmana,Bari Brahmana,JK,-23-----,RL,1207.0,3238N 07455E,32.38,74.55
50,121,IN BAR,Barnala,Barnala,PB,-23-----,RL,1207.0,3023N 07533E,30.23,75.33
51,123,IN UPH,Barotiwala,Barotiwala,UP,-23-----,RL,1407.0,3026N 07747E,30.26,77.47
52,124,IN BRP,Barpeta,Barpeta,AS,--3-----,RL,1201.0,2619N 09100E,26.19,91.0
53,127,IN JUX,Basni,Basni,RJ,-23--6--,RN,407.0,2614N 07301E,26.14,73.01
54,129,IN BAS,Basti,Basti,UP,--3-----,RL,1201.0,2649N 08245E,26.49,82.45
55,130,IN BTD,Bathinda,Bathinda,PB,--3-----,RL,1201.0,3012N 07456E,30.12,74.56
56,131,IN BOU,Bauda,Bauda,OR,--3-----,RL,1201.0,2050N 08419E,20.5,84.19
57,136,IN BEE,Beed,Beed,MH,--3-----,RL,1201.0,1858N 07546E,18.58,75.46
58,141,IN BTL,Beltola,Beltola,AS,--3-----,RL,1401.0,2607N 09148E,26.07,91.48
59,143,IN BEL,Betul,Betul,MP,--3-----,RL,207.0,2155N 07753E,21.55,77.53
60,147,IN BAD,Bhaddi,Bhaddi,PB,--3-----,RL,507.0,3109N 07621E,31.09,76.21
61,149,IN BHK,Bhadrakh,Bhadrakh,OR,--3-----,RL,1207.0,2103N 08631E,21.03,86.31
62,151,IN BHP,Bhagwanpur,Bhagwanpur,UT,--3-----,AA,1801.0,3006N 07708E,30.06,77.08
63,152,IN BHA,Bharatpur,Bharatpur,RJ,--3-----,RL,1201.0,2713N 07729E,27.13,77.29
64,153,IN BRU,Bharuch,Bharuch,GJ,123-----,RL,1101.0,2142N 07258E,21.42,72.58
65,156,IN BHU,Bhavnagar,Bhavnagar,GJ,1234----,AA,207.0,2146N 07208E,21.46,72.08
66,157,IN BHW,Bhawanigarh,Bhawanigarh,PB,--3-----,AA,1601.0,3026N 07603E,30.26,76.03
67,160,IN BTP,Bhetapara,Bhetapara,AS,--3-----,RL,1401.0,2607N 09147E,26.07,91.47
68,161,IN BIL,Bhilad,Bhilad,MP,--3-----,AA,1601.0,2017N 07254E,20.17,72.54
69,162,IN BHI,Bhilai,Bhilai,MP,-23-----,RL,701.0,2113N 08126E,21.13,81.26
70,164,IN 9BH,Bhimasar,Bhimasar,GJ,--3-----,RL,1401.0,2332N 07052E,23.32,70.52
71,167,IN BHN,Bhind,Bhind,MP,--3-----,RL,1201.0,2633N 07847E,26.33,78.47
72,176,IN BSL,Bhusawal,Bhusawal,MH,--3-----,AA,501.0,2103N 07546E,21.03,75.46
73,186,IN BPR,Bistupur,Bistupur,JH,--3-----,RL,1401.0,2247N 08610E,22.47,86.1
74,188,IN BSC,Bokaro Steel City,Bokaro Steel City,JH,--3-----,RL,1301.0,2340N 08609E,23.4,86.09
75,191,IN BON,Bongaigaon,Bongaigaon,AS,--3-----,RL,1201.0,2628N 09034E,26.28,90.34
76,192,IN BOP,Bonthapally,Bonthapally,TG,--3-----,AA,1801.0,1739N 07822E,17.39,78.22
77,193,IN BRN,"Boranada, Jodhpur","Boranada, Jodhpur",RJ,--3--6--,AA,401.0,2616N 07310E,26.16,73.1
78,199,IN PNB,BTSL SEZ/Pune,BTSL SEZ/Pune,MH,--3--6--,AA,1207.0,1832N 07352E,18.32,73.52
79,200,IN BUU,Budaun,Budaun,UP,--3-----,RL,1201.0,2803N 07907E,28.03,79.07
80,203,IN BUN,Bundala,Bundala,PB,--3-----,RL,1207.0,3132N 07458E,31.32,74.58
81,215,IN CKN,Chakan,Chakan,MH,--3-----,RL,1401.0,1845N 07351E,18.45,73.51
82,218,IN CSM,Chanasma,Chanasma,GJ,-23-----,RL,1407.0,2343N 07207E,23.43,72.07
83,221,IN CHA,Chandrapur,Chandrapur,MH,--3-----,RL,1201.0,1957N 07918E,19.57,79.18
84,222,IN CHG,Changanacherry,Changanacherry,KL,--3-----,AA,1601.0,0928N 07633E,9.28,76.33
85,223,IN CRB,Changrabandha,Changrabandha,WB,-23----B,AA,207.0,2625N 08855E,26.25,88.55
86,225,IN CSI,Chattrapati Shivaji International Apt,Chattrapati Shivaji International Apt,MH,-234----,RL,701.0,1905N 07252E,19.05,72.52
87,227,IN CPU,Chengalpattu,Chengalpattu,TN,--3-----,RL,212.0,1242N 07959E,12.42,79.59
88,229,IN MAA,Chennai (ex Madras),Chennai (ex Madras),TN,12345---,AA,407.0,1305N 08017E,13.05,80.17
89,231,IN PUZ,Chetpet,Chetpet,TN,--3-----,RL,1401.0,1304N 08014E,13.04,80.14
90,233,IN CHN,Chhani/Vadodora,Chhani/Vadodora,GJ,--3--6--,RL,507.0,2218N 07311E,22.18,73.11
91,234,IN CHH,Chhatarpur,Chhatarpur,MP,--3-----,RL,1201.0,2454N 07935E,24.54,79.35
92,235,IN CDM,Chidambaram,Chidambaram,TN,-23-----,RL,701.0,1124N 07942E,11.24,79.42
93,237,IN CKH,Chikalthana,Chikalthana,,--3-----,RL,901.0,1957N 07573E,19.57,75.73
94,238,IN CHY,Chimakurthy,Chimakurthy,AP,--3-----,AA,1601.0,1530N 08002E,15.3,80.02
95,239,IN CHV,Chinchvad,Chinchvad,MH,--3-----,RL,1207.0,1837N 07347E,18.37,73.47
96,240,IN CST,Chinchwad Station,Chinchwad Station,MH,-23--6--,RQ,1001.0,1838N 07347E,18.38,73.47
97,242,IN CPL,Chiplun,Chiplun,MH,--3-----,RQ,907.0,1732N 07331E,17.32,73.31
98,244,IN CHW,Chirawa,Chirawa,RJ,--3-----,RL,1807.0,2815N 07538E,28.15,75.38
99,246,IN CHT,Chittoor,Chittoor,AP,-23-----,RL,701.0,1312N 07906E,13.12,79.06
100,247,IN CHO,Chittorgarh,Chittorgarh,RJ,--3-----,RL,1201.0,2453N 07437E,24.53,74.37
101,248,IN CHS,Cholapuram,Cholapuram,TN,-23-----,RL,901.0,0922N 07735E,9.22,77.35
102,250,IN CHU,Churu,Churu,RJ,--3-----,RL,1201.0,2636N 07527E,26.36,75.27
103,251,IN TMX,CMTL ICD/Thimmapur,CMTL ICD/Thimmapur,AP,--3--6--,AA,1207.0,1630N 07815E,16.3,78.15
104,252,IN COK,Cochin,Cochin,KL,1234-6--,AA,307.0,0958N 07614E,9.58,76.14
105,260,IN CON,Contai,Contai,WB,--3-----,RL,1807.0,2146N 08745E,21.46,87.45
106,265,IN COS,Cossipore,Cossipore,WB,--3-----,RL,201.0,2237N 08822E,22.37,88.22
107,266,IN TBC,CTSI SEZ/Siruseri,CTSI SEZ/Siruseri,TN,--3--6--,AA,1207.0,1305N 08017E,13.05,80.17
108,269,IN CUT,Cuttack,Cuttack,OR,--3-----,RL,1201.0,2030N 08550E,20.3,85.5
109,272,IN DAD,Dadra,Dadra,GJ,--3-----,RL,701.0,2019N 07258E,20.19,72.58
110,273,IN DRI,Dadri,Dadri,UP,-23-----,RL,407.0,2834N 07733E,28.34,77.33
111,281,IN DAO,Damoh,Damoh,MP,--3-----,RL,1201.0,2350N 07927E,23.5,79.27
112,284,IN DPR,Dappar,Dappar,PB,--3--6--,AA,1301.0,3031N 07648E,30.31,76.48
113,288,IN RTR,Dasrath,Dasrath,OR,--3-----,RL,1301.0,2050N 08627E,20.5,86.27
114,289,IN DAT,Datia,Datia,MP,--3-----,RL,1201.0,2539N 07827E,25.39,78.27
115,290,IN DLB,Daulatabad,Daulatabad,MH,--3-----,AA,501.0,1956N 07514E,19.56,75.14
116,291,IN DAU,Dausa,Dausa,RJ,--3-----,RL,1201.0,2653N 07620E,26.53,76.2
117,293,IN CDD,DCA-I SEZ/Chandigarh,DCA-I SEZ/Chandigarh,HR,--3--6--,AA,1207.0,3044N 07647E,30.44,76.47
118,294,IN CDC,DCA-II SEZ/Chandigarh,DCA-II SEZ/Chandigarh,HR,--3--6--,AA,1207.0,3044N 07647E,30.44,76.47
119,295,IN DEE,Deesa (Disa),Deesa (Disa),GJ,--3-----,RL,1207.0,2415N 07210E,24.15,72.1
120,297,IN HRI,Dehri,Dehri,BR,--3-----,RQ,1707.0,2452N 08410E,24.52,84.1
121,302,IN DEB,Deogarh,Deogarh,OR,--3-----,RL,1201.0,2132N 08444E,21.32,84.44
122,303,IN DEO,Deoria,Deoria,UP,--3-----,RL,1201.0,2630N 08347E,26.3,83.47
123,305,IN DBA,Dera Bassi,Dera Bassi,PB,--3-----,RL,901.0,3035N 07650E,30.35,76.5
124,306,IN DTM,Devathanam/Tiruchirappalli,Devathanam/Tiruchirappalli,TN,--3-----,RL,1301.0,0923N 07727E,9.23,77.27
125,307,IN DEW,Dewas,Dewas,MP,--3-----,RQ,1001.0,2258N 07604E,22.58,76.04
126,309,IN DMA,Dhamara,Dhamara,OR,123-----,RL,1301.0,2048N 08654E,20.48,86.54
127,317,IN DPM,Dharapuram,Dharapuram,TN,--3-----,RL,1207.0,1044N 07731E,10.44,77.31
128,319,IN DPI,Dharmapuri,Dharmapuri,TN,--3-----,RL,1201.0,1208N 07810E,12.08,78.1
129,320,IN DRH,Dharuhera,Dharuhera,HR,--3-----,RL,1207.0,2813N 07647E,28.13,76.47
130,321,IN DHW,Dharwad,Dharwad,KA,--3-----,RL,901.0,1528N 07501E,15.28,75.01
131,322,IN DHE,Dhemaji,Dhemaji,AS,--3-----,RL,1201.0,2729N 09435E,27.29,94.35
132,323,IN DNK,Dhenkanal,Dhenkanal,OR,--3-----,RL,1201.0,2040N 08536E,20.4,85.36
133,325,IN DHK,Dholka,Dholka,GJ,--3-----,RL,1301.0,2243N 07228E,22.43,72.28
134,326,IN DHO,Dholpur,Dholpur,RJ,--3-----,RL,1201.0,2641N 07752E,26.41,77.52
135,330,IN DIG,Dighi (Pune),Dighi (Pune),MH,1-3--6--,AA,501.0,1815N 07258E,18.15,72.58
136,332,IN DIL,Dindigul,Dindigul,TN,--3-----,RL,1201.0,1021N 07757E,10.21,77.57
137,333,IN DIN,Dindori,Dindori,MP,--3-----,RL,1201.0,2257N 08105E,22.57,81.05
138,337,IN CJD,DLFC SEZ/Kancheepuram,DLFC SEZ/Kancheepuram,TN,--3--6--,AA,1207.0,1250N 07943E,12.5,79.43
139,339,IN LPS,DSIL SEZ/Ranga Reddy,DSIL SEZ/Ranga Reddy,AP,--3--6--,AA,1207.0,1705N 07843E,17.05,78.43
140,340,IN DGP,Dungapur,Dungapur,RJ,--3-----,RL,1201.0,2350N 07342E,23.5,73.42
141,345,IN CEC,ECTN SEZ/Coimbatore,ECTN SEZ/Coimbatore,TN,--3--6--,AA,1207.0,1100N 07658E,11.0,76.58
142,346,IN CJE,ECTN SEZ/Kancheepuram,ECTN SEZ/Kancheepuram,TN,--3--6--,AA,1207.0,1250N 07943E,12.5,79.43
143,348,IN MEC,ECTN SEZ/Madurai-I,ECTN SEZ/Madurai-I,TN,--3--6--,AA,1207.0,0956N 07807E,9.56,78.07
144,349,IN MDC,ECTN SEZ/Madurai-II,ECTN SEZ/Madurai-II,TN,--3--6--,AA,1207.0,0956N 07807E,9.56,78.07
145,350,IN SXE,ECTN SEZ/Salem,ECTN SEZ/Salem,TN,--3--6--,AA,1207.0,1139N 07810E,11.39,78.1
146,353,IN EDP,Edappally,Edappally,KL,-23-----,RL,1401.0,0958N 07616E,9.58,76.16
147,355,IN PEK,EKIPL SEZ/Pune,EKIPL SEZ/Pune,MH,--3--6--,AA,1207.0,1832N 07352E,18.32,73.52
148,356,IN EOR,Eloor,Eloor,KL,--3-----,RL,1401.0,1004N 07618E,10.04,76.18
149,358,IN ELU,Eluru,Eluru,AP,--3-----,RL,1407.0,1642N 08106E,16.42,81.06
150,361,IN EKM,Ernakulam,Ernakulam,KL,1-3-----,RL,1401.0,0959N 07617E,9.59,76.17
151,362,IN ERO,Erode,Erode,TN,1-3-----,RL,701.0,1121N 07744E,11.21,77.44
152,363,IN CGE,ETA SEZ/Kancheepuram,ETA SEZ/Kancheepuram,TN,--3--6--,AA,1207.0,1250N 07943E,12.5,79.43
153,364,IN ETA,Etah,Etah,UP,--3-----,RL,1201.0,2738N 07840E,27.38,78.4
154,368,IN FLT,Falta,Falta,WB,-23--6--,RL,307.0,2217N 08806E,22.17,88.06
155,369,IN FAR,Farakka,Farakka,,--3-----,RL,201.0,2449N 08753E,24.49,87.53
156,372,IN FRD,Faridkot,Faridkot,PB,--3-----,RL,1201.0,3040N 07445E,30.4,74.45
157,373,IN FTS,Fatehgarh Sahib,Fatehgarh Sahib,PB,--3-----,RL,1201.0,3038N 07622E,30.38,76.22
158,374,IN FTP,Fatehpur,Fatehpur,UP,--3-----,RL,1207.0,2556N 08048E,25.56,80.48
159,375,IN CFI,FIPL SEZ/Kancheepuram,FIPL SEZ/Kancheepuram,TN,--3--6--,AA,1207.0,1250N 07943E,12.5,79.43
160,376,IN FZD,Firozabad,Firozabad,UP,--3-----,RL,1201.0,2709N 07825E,27.09,78.25
161,384,IN GJP,Gajapati,Gajapati,OR,--3-----,RL,1201.0,1911N 08411E,19.11,84.11
162,385,IN GUJ,Gajraula,Gajraula,UP,-23-----,RL,901.0,2851N 07814E,28.51,78.14
163,387,IN GAB,Ganderbal,Ganderbal,JK,--3-----,RL,1201.0,3412N 07446E,34.12,74.46
164,389,IN GIN,Gandhidham,Gandhidham,GJ,-23--6--,AA,501.0,2305N 07008E,23.05,70.08
165,391,IN GGR,Ganganagar,Ganganagar,RJ,--3-----,RL,1201.0,2955N 07353E,29.55,73.53
166,393,IN GAT,Gangtok,Gangtok,SK,--3-----,RL,701.0,2720N 08837E,27.2,88.37
167,394,IN GAJ,Ganjam,Ganjam,OR,--3-----,RL,1201.0,1923N 08504E,19.23,85.04
168,395,IN GRR,Garden Reach,Garden Reach,WB,123-----,RL,1401.0,2231N 08818E,22.31,88.18
169,396,IN GHR,Garhi Harsaru,Garhi Harsaru,HR,--3--6--,AA,501.0,2827N 07656E,28.27,76.56
170,397,IN GWA,Garhwa,Garhwa,JH,--3-----,RL,901.0,2411N 08349E,24.11,83.49
171,400,IN GNU,Gautam Budh Nagar,Gautam Budh Nagar,UP,--3-----,RL,1207.0,2832N 07728E,28.32,77.28
172,405,IN GZB,Ghaziabad,Ghaziabad,UP,-23-----,RL,901.0,2840N 07726E,28.4,77.26
173,410,IN GDB,Gidderbaha,Gidderbaha,PB,--3-----,RL,2001.0,3012N 07440E,30.12,74.4
174,415,IN GOA,Goalpara,Goalpara,AS,--3-----,RL,1201.0,2610N 09037E,26.1,90.37
175,417,IN GAH,Godhra,Godhra,GJ,-23-----,RL,701.0,2245N 07338E,22.45,73.38
176,419,IN GOL,Golaghat,Golaghat,AS,--3-----,RL,1201.0,2631N 09358E,26.31,93.58
177,421,IN GON,Gonda,Gonda,UP,--3-----,RL,1201.0,2750N 07753E,27.5,77.53
178,422,IN GDA,Gondia,Gondia,MH,--3-----,RL,1907.0,2128N 08012E,21.28,80.12
179,423,IN GPP,Gopalpur,Gopalpur,HR,-23-----,AA,1601.0,2827N 07657E,28.27,76.57
180,425,IN GOP,Gorakhpur,Gorakhpur,UP,-234----,AI,207.0,2645N 08321E,26.45,83.21
181,427,IN GND,Greater Nodia,Greater Nodia,UP,123-----,RQ,1001.0,2849N 07753E,28.49,77.53
182,431,IN GUD,Güdür,Gudur,,-23-----,RL,207.0,1408N 07950E,14.08,79.5
183,432,IN GUL,Gulabpura,Gulabpura,RJ,--3-----,RL,1301.0,2548N 07537E,25.48,75.37
184,433,IN GBA,Gulbarga,Gulbarga,KA,--3-----,RL,1207.0,1720N 07650E,17.2,76.5
185,434,IN GUA,Gumla,Gumla,JH,--3-----,RL,1201.0,2302N 08432E,23.02,84.32
186,436,IN GMM,Gummidipundi,Gummidipundi,TN,--3-----,RL,1301.0,1324N 08009E,13.24,80.09
187,440,IN GDR,Gurdaspur,Gurdaspur,PB,--3-----,RL,901.0,3202N 07531E,32.02,75.31
188,441,IN GGN,Gurgaon,Gurgaon,HR,-23-----,RL,1501.0,2828N 07702E,28.28,77.02
189,444,IN GWL,Gwalior,Gwalior,MP,-234-6--,AI,501.0,2613N 07810E,26.13,78.1
190,445,IN HAI,Hailakandi,Hailakandi,AS,--3-----,RL,1201.0,2441N 09234E,24.41,92.34
191,448,IN HLO,Halol,Halol,GJ,--3-----,RL,607.0,2250N 07646E,22.5,76.46
192,450,IN HGH,Hanumangarh,Hanumangarh,RJ,--3-----,RL,1201.0,2935N 07419E,29.35,74.19
193,451,IN HRA,Haora,Haora,WB,--3-----,RL,1301.0,2235N 08818E,22.35,88.18
194,452,IN HAA,Harda,Harda,MP,--3-----,RL,1201.0,2220N 07706E,22.2,77.06
195,453,IN HAO,Hardoi,Hardoi,UP,--3-----,RL,1201.0,2725N 08007E,27.25,80.07
196,455,IN HAR,Haryana,Haryana,HR,--3-----,RL,1207.0,2937N 07659E,29.37,76.59
197,456,IN HAS,Hassan,Hassan,KA,--3--6--,AA,501.0,1300N 07605E,13.0,76.05
198,458,IN HZR,Hazira,Hazira,HR,--3--6--,RL,1207.0,2919N 07505E,29.19,75.05
199,465,IN HNG,Himatnagar,Himatnagar,GJ,-23-----,AA,1901.0,2336N 07257E,23.36,72.57
200,469,IN HIN,Hingoli,Hingoli,MH,--3-----,RL,1201.0,1943N 07709E,19.43,77.09
201,471,IN HPR,Hirapur,Hirapur,CT,--3-----,RL,1401.0,2133N 07947E,21.33,79.47
